No,ポケモン名,技名前,タイプ,分類,威力,命中,PP,技のヒット数,技の説明,更新日,候補
9,メガカメックス,こわいかお,ノーマル,変化,0,100,12,,相手の素早さを2段階下げる。,2026/4/10,
9,メガカメックス,まもる,ノーマル,変化,0,-,8,,使ったターン中、相手の技から見を守る。連続で使うと成功率が前に使った時の1/3になる。,2026/4/10,
9,メガカメックス,みがわり,ノーマル,変化,0,-,12,,自分のHPを最大HPの1/4減らしみがわりを出す。みがわりは、自分の代わりに技を受ける。最大HPの1/4のダメージを受けると消える。,2026/4/10,TRUE
9,メガカメックス,ほえる,ノーマル,変化,0,-,20,,相手に控えがいる場合、相手をランダムに交代させる。,2026/4/10,
9,メガカメックス,ウェーブタックル,みず,物理,120,100,12,1,与えたダメージの1/3を自分も受ける。,2026/4/10,
9,メガカメックス,アクアテール,みず,物理,90,90,12,1,通常の攻撃技。,2026/4/10,
9,メガカメックス,アクアブレイク,みず,物理,85,100,12,1,20%の確率で相手の防御を1段階下げる。,2026/4/10,
9,メガカメックス,ダイビング,みず,物理,80,100,12,1,使ったターンで水中状態になり、次のターンで攻撃する。,2026/4/10,
9,メガカメックス,たきのぼり,みず,物理,80,100,16,1,20%の確率で相手をひるませる。,2026/4/10,
9,メガカメックス,クイックターン,みず,物理,60,100,20,1,攻撃した後、手持ちの他のポケモンと交代する。,2026/4/10,
9,メガカメックス,アクアジェット,みず,物理,40,100,20,1,必ず先制できる。(優先度+1),2026/4/10,
9,メガカメックス,しおふき,みず,特殊,150,100,8,1,自分の残りHPが少ないほど威力が下がる。威力1ー150。,2026/4/10,TRUE
9,メガカメックス,ハイドロカノン,みず,特殊,150,90,8,1,使用した次のターン、自分は反動状態になる。,2026/4/10,TRUE
9,メガカメックス,ハイドロポンプ,みず,特殊,110,80,8,1,通常の攻撃技。,2026/4/10,TRUE
9,メガカメックス,だくりゅう,みず,特殊,90,85,12,1,30%の確率で相手の命中率を1段階下げる。,2026/4/10,
9,メガカメックス,なみのり,みず,特殊,90,100,16,1,水中状態の相手には威力が2倍になる。,2026/4/10,TRUE
9,メガカメックス,ひやみず,みず,特殊,50,100,20,1,相手の攻撃を1段階下げる。,2026/4/10,
9,メガカメックス,いのちのしずく,みず,変化,0,-,12,,自分と味方のHPをそれぞれ最大HPの1/4ずつ回復する。,2026/4/10,
9,メガカメックス,アクアリング,みず,変化,0,-,20,,自分はアクアリング状態になる。,2026/4/10,
9,メガカメックス,あまごい,みず,変化,0,-,8,,5ターンの間あめ状態にする。,2026/4/10,
9,メガカメックス,いわなだれ,いわ,物理,75,90,12,1,30%の確率で相手をひるませる。,2026/4/10,
9,メガカメックス,がんせきふうじ,いわ,物理,60,95,16,1,相手の素早さを1段階下げる。,2026/4/10,
9,メガカメックス,うちおとす,いわ,物理,50,100,16,1,地面にいない相手を着地状態にする。空中状態の相手にも当たる。,2026/4/10,
9,メガカメックス,じしん,じめん,物理,100,100,12,1,地中状態の相手には威力が2倍になる。グラスフィールド状態の時、威力が1/2になる。,2026/4/10,
9,メガカメックス,あなをほる,じめん,物理,80,100,12,1,使ったターンで地中状態になり、次のターンで攻撃する。,2026/4/10,
9,メガカメックス,じならし,じめん,物理,60,100,20,1,相手の素早さを1段階下げる。グラスフィールド状態の時、威力が1/2になる。,2026/4/10,
9,メガカメックス,マッドショット,じめん,特殊,55,95,16,1,相手の素早さを1段階下げる。,2026/4/10,
9,メガカメックス,アイススピナー,こおり,物理,80,100,16,1,フィールドを解除する。,2026/4/10,
9,メガカメックス,れいとうパンチ,こおり,物理,75,100,16,1,10%の確率で相手をこおり状態にする。,2026/4/10,
9,メガカメックス,ゆきなだれ,こおり,物理,,100,12,,この技を使うターンに相手からの技ダメージを受けていれば、威力が2倍になる。,2026/4/10,
9,メガカメックス,ふぶき,こおり,特殊,110,70,8,1,10%の確率で相手をこおり状態にする。ゆき状態の場合、相手に必ず命中する。,2026/4/10,
9,メガカメックス,れいとうビーム,こおり,特殊,90,100,12,1,10%の確率で相手をこおり状態にする。,2026/4/10,TRUE
9,メガカメックス,こごえるかぜ,こおり,特殊,55,95,16,1,相手の素早さを1段階下げる。,2026/4/10,TRUE
9,メガカメックス,くろいきり,こおり,変化,0,-,20,,全体の場の能力変化をなくす。,2026/4/10,
9,メガカメックス,きあいパンチ,かくとう,物理,150,100,20,1,自分が技を使うターンで、先に相手からの技のダメージを受けると失敗する。,2026/4/10,
9,メガカメックス,ボディプレス,かくとう,物理,80,100,12,1,この技は攻撃ではなく、防御の数値でダメージが決まる。,2026/4/10,
9,メガカメックス,かわらわり,かくとう,物理,75,100,16,1,相手の場のひかりのかべ、リフレクター、オーロラベール状態を解除して攻撃する。,2026/4/10,
9,メガカメックス,きあいだま,かくとう,特殊,120,70,8,1,10%の確率で相手の特防を1段階下げる。,2026/4/10,
9,メガカメックス,はどうだん,かくとう,特殊,80,-,20,1,相手に必ず命中する。,2026/4/10,TRUE
9,メガカメックス,しねんのずつき,エスパー,物理,80,90,16,1,20%の確率で相手をひるませる。,2026/4/10,
9,メガカメックス,ミラーコート,エスパー,特殊,,100,20,,使ったターンに相手から受けた特殊技のダメージを2倍にして返す。,2026/4/10,
9,メガカメックス,ねむる,エスパー,変化,0,-,8,,自分のHPを全回復し状態異常も回復する。2ターンの間 ねむり状態になる。HPが満タンだと失敗する。,2026/4/10,
9,メガカメックス,げきりん,ドラゴン,物理,120,100,12,1,自分はあばれ状態になる。,2026/4/10,
9,メガカメックス,かみくだく,あく,物理,80,100,16,1,20%の確率で相手の防御を1段階下げる。,2026/4/10,
9,メガカメックス,かみつく,あく,物理,60,100,20,1,30%の確率で相手をひるませる。,2026/4/10,
9,メガカメックス,なげつける,あく,物理,,100,12,,持っている道具によって威力と効果が変わる。使うと道具はなくなる。,2026/4/10,
9,メガカメックス,アイアンテール,はがね,物理,100,75,16,1,30%の確率で相手の防御を1段階下げる。,2026/4/10,
9,メガカメックス,アイアンヘッド,はがね,物理,80,100,16,1,30%の確率で相手をひるませる。,2026/4/10,
9,メガカメックス,ジャイロボール,はがね,物理,,100,8,1,自分の素早さが相手より低いほど威力が大きくなる。威力1-150。,2026/4/10,
9,メガカメックス,ラスターカノン,はがね,特殊,80,100,12,1,10%の確率で相手の特防を1段階下げる。,2026/4/10,TRUE
9,メガカメックス,てっぺき,はがね,変化,0,-,16,,自分の防御を2段階上げる。,2026/4/10,
15,スピアー,ギガインパクト,ノーマル,物理,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/4/10,
15,スピアー,すてみタックル,ノーマル,物理,120,100,16,1,与えたダメージの1/3を自分も受ける。,2026/4/10,
15,スピアー,からげんき,ノーマル,物理,70,100,20,1,自分がどく、もうどく、まひ、やけど状態のいずれかの場合 威力が2倍になる。やけど状態による物理技のダメージが半減される効果は無視する。,2026/4/10,
15,スピアー,ダブルアタック,ノーマル,物理,35,90,12,2,2回連続で攻撃する。,2026/4/10,
15,スピアー,がむしゃら,ノーマル,物理,,100,8,,相手の残りHPから自分の残りHPを引いた数値のダメージを与える。相手のHPが自分のHP以下なら失敗する。,2026/4/10,
15,スピアー,はかいこうせん,ノーマル,特殊,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/4/10,
15,スピアー,りんしょう,ノーマル,特殊,60,100,16,1,同じターンに複数のポケモンがこの技を使うと、1匹目が使ったすぐ後に2匹目以降が使う。2匹目以降の威力は2倍になる。,2026/4/10,
15,スピアー,いびき,ノーマル,特殊,50,100,16,1,自分がねむり状態の場合使うことができる。30%の確率で相手をひるませる。,2026/4/10,
15,スピアー,バトンタッチ,ノーマル,変化,0,-,20,,手持ちの他のポケモンと交代する。能力変化、みがわり等をそのポケモンに引き継ぐ。,2026/4/10,
15,スピアー,ねごと,ノーマル,変化,0,-,12,,自分がねむり状態の場合使うことができる。自分が覚えている他の技の中からいずれかの技を使う。,2026/4/10,
15,スピアー,メロメロ,ノーマル,変化,0,100,16,,相手をメロメロ状態にする。同性、性別不明の相手には失敗する。,2026/4/10,
15,スピアー,こらえる,ノーマル,変化,0,-,12,,使ったターン中はひんしになる技のダメージを受けると、HPを1残して耐える。連続で使うと成功率が前に使った時の1/3になる。,2026/4/10,
15,スピアー,まもる,ノーマル,変化,0,-,8,,使ったターン中、相手の技から見を守る。連続で使うと成功率が前に使った時の1/3になる。,2026/4/10,
15,スピアー,みがわり,ノーマル,変化,0,-,12,,自分のHPを最大HPの1/4減らしみがわりを出す。みがわりは、自分の代わりに技を受ける。最大HPの1/4のダメージを受けると消える。,2026/4/10,
15,スピアー,きあいだめ,ノーマル,変化,0,-,20,,自分はきゅうしょアップ状態+2になる。,2026/4/10,
15,スピアー,いやなおと,ノーマル,変化,0,85,20,,相手の防御を2段階下げる。,2026/4/10,
15,スピアー,つるぎのまい,ノーマル,変化,0,-,20,,自分の攻撃を2段階上げる。,2026/4/10,TRUE
15,スピアー,ソーラービーム,くさ,特殊,120,100,12,1,使ったターンで溜め状態になり、次のターンで攻撃する。にほんばれ状態の場合は溜め状態にならず、すぐに攻撃できる。他の天気の場合は威力が1/2になる。,2026/4/10,
15,スピアー,ギガドレイン,くさ,特殊,75,100,12,1,相手に与えたダメージの1/2自分のHPを回復する。,2026/4/10,
15,スピアー,にほんばれ,ほのお,変化,0,-,8,,5ターンの間、にほんばれ状態にする。,2026/4/10,
15,スピアー,エレキネット,でんき,特殊,55,95,16,1,相手の素早さを1段階下げる。,2026/4/10,
15,スピアー,とびかかる,むし,物理,80,100,16,1,相手の攻撃を1段階下げる。,2026/4/10,TRUE
15,スピアー,シザークロス,むし,物理,80,100,16,1,通常の攻撃技。,2026/4/10,TRUE
15,スピアー,はいよるいちげき,むし,物理,70,90,12,1,相手の特攻を1段階下げる。,2026/4/10,
15,スピアー,とんぼがえり,むし,物理,70,100,20,1,攻撃した後、手持ちの他のポケモンと交代する。,2026/4/10,TRUE
15,スピアー,むしくい,むし,物理,60,100,20,1,相手がきのみを持っていればそきのみを代わりに食べ、自分がその効果を受ける。,2026/4/10,TRUE
15,スピアー,とびつく,むし,物理,50,100,20,1,相手の素早さを1段階下げる。,2026/4/10,
15,スピアー,とどめばり,むし,物理,50,100,20,1,この技で相手を倒すと攻撃が3段階上がる。,2026/4/10,TRUE
15,スピアー,ミサイルばり,むし,物理,25,95,20,2～5,2ー5回連続で攻撃する。,2026/4/10,
15,スピアー,かふんだんご,むし,特殊,90,100,16,1,味方に使用するとダメージは与えず、最大HPの半分を回復する。,2026/4/10,
15,スピアー,むしのさざめき,むし,特殊,90,100,12,1,10%の確率で相手の特防を1段階下げる。,2026/4/10,
15,スピアー,いとをはく,むし,変化,0,95,20,,相手の素早さを2段階下げる。,2026/4/10,
15,スピアー,つばめがえし,ひこう,物理,60,-,20,1,必ず命中する。,2026/4/10,
15,スピアー,アクロバット,ひこう,物理,55,100,16,1,自分が道具を持っていない場合威力が2倍になる。,2026/4/10,
15,スピアー,ダブルウイング,ひこう,物理,40,90,12,2,2回連続で攻撃する。,2026/4/10,TRUE
15,スピアー,エアカッター,ひこう,特殊,60,95,20,1,きゅうしょアップ+1で攻撃する。,2026/4/10,
15,スピアー,どくづき,どく,物理,80,100,20,1,30%の確率で相手をどく状態にする。,2026/4/10,TRUE
15,スピアー,クロスポイズン,どく,物理,70,100,20,1,10%の確率で相手をどく状態にする。きゅうしょアップ+1で攻撃する。,2026/4/10,TRUE
15,スピアー,ヘドロばくだん,どく,特殊,90,100,12,1,30%の確率で相手をどく状態にする。,2026/4/10,
15,スピアー,ベノムショック,どく,特殊,65,100,12,1,相手がどく、もうどく状態の場合威力が2倍になる。,2026/4/10,
15,スピアー,どくびし,どく,変化,0,-,20,,相手の場をどくびし状態にする。,2026/4/10,
15,スピアー,どくどく,どく,変化,0,90,12,,相手をもうどく状態にする。どくタイプが使うと相手に必ず命中する。,2026/4/10,
15,スピアー,ドリルライナー,じめん,物理,80,95,12,1,きゅうしょアップ+1で攻撃する。,2026/4/10,TRUE
15,スピアー,かわらわり,かくとう,物理,75,100,16,1,相手の場のひかりのかべ、リフレクター、オーロラベール状態を解除して攻撃する。,2026/4/10,
15,スピアー,ねむる,エスパー,変化,0,-,8,,自分のHPを全回復し状態異常も回復する。2ターンの間 ねむり状態になる。HPが満タンだと失敗する。,2026/4/10,
15,スピアー,こうそくいどう,エスパー,変化,0,-,20,,自分の素早さを2段階上げる。,2026/4/10,
15,スピアー,じごくづき,あく,物理,80,100,16,1,相手をじごくづき状態にする。,2026/4/10,TRUE
15,スピアー,はたきおとす,あく,物理,65,100,20,1,相手が道具を持っていると威力が1.5倍になる。相手の道具を失わせる。,2026/4/10,TRUE
15,スピアー,ぶんまわす,あく,物理,60,100,20,1,通常の攻撃技。,2026/4/10,
15,スピアー,ダメおし,あく,物理,60,100,12,1,使ったターン中、相手がすでにダメージを受けているなら威力が2倍になる。,2026/4/10,
15,スピアー,どろぼう,あく,物理,60,100,20,1,自分が道具を持っていない場合相手の道具を奪う。,2026/4/10,
15,スピアー,しっぺがえし,あく,物理,50,100,12,1,相手より後に攻撃すると技の威力が2倍になる。,2026/4/10,
15,スピアー,てっぺき,はがね,変化,0,-,16,,自分の防御を2段階上げる。,2026/4/10,
15,メガスピアー,とんぼがえり,むし,物理,70,100,20,1,攻撃した後、手持ちの他のポケモンと交代する。,2026/4/10,TRUE
15,メガスピアー,どくづき,どく,物理,80,100,20,1,30%の確率で相手をどく状態にする。,2026/4/10,TRUE
15,メガスピアー,ドリルライナー,じめん,物理,80,95,12,1,きゅうしょアップ+1で攻撃する。,2026/4/10,TRUE
15,メガスピアー,はたきおとす,あく,物理,65,100,20,1,相手が道具を持っていると威力が1.5倍になる。相手の道具を失わせる。,2026/4/10,TRUE
15,メガスピアー,ギガインパクト,ノーマル,物理,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/4/10,
15,メガスピアー,すてみタックル,ノーマル,物理,120,100,16,1,与えたダメージの1/3を自分も受ける。,2026/4/10,
15,メガスピアー,からげんき,ノーマル,物理,70,100,20,1,自分がどく、もうどく、まひ、やけど状態のいずれかの場合 威力が2倍になる。やけど状態による物理技のダメージが半減される効果は無視する。,2026/4/10,
15,メガスピアー,ダブルアタック,ノーマル,物理,35,90,12,2,2回連続で攻撃する。,2026/4/10,
15,メガスピアー,がむしゃら,ノーマル,物理,,100,8,,相手の残りHPから自分の残りHPを引いた数値のダメージを与える。相手のHPが自分のHP以下なら失敗する。,2026/4/10,
15,メガスピアー,はかいこうせん,ノーマル,特殊,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/4/10,
15,メガスピアー,りんしょう,ノーマル,特殊,60,100,16,1,同じターンに複数のポケモンがこの技を使うと、1匹目が使ったすぐ後に2匹目以降が使う。2匹目以降の威力は2倍になる。,2026/4/10,
15,メガスピアー,いびき,ノーマル,特殊,50,100,16,1,自分がねむり状態の場合使うことができる。30%の確率で相手をひるませる。,2026/4/10,
15,メガスピアー,バトンタッチ,ノーマル,変化,0,-,20,,手持ちの他のポケモンと交代する。能力変化、みがわり等をそのポケモンに引き継ぐ。,2026/4/10,
15,メガスピアー,ねごと,ノーマル,変化,0,-,12,,自分がねむり状態の場合使うことができる。自分が覚えている他の技の中からいずれかの技を使う。,2026/4/10,
15,メガスピアー,メロメロ,ノーマル,変化,0,100,16,,相手をメロメロ状態にする。同性、性別不明の相手には失敗する。,2026/4/10,
15,メガスピアー,こらえる,ノーマル,変化,0,-,12,,使ったターン中はひんしになる技のダメージを受けると、HPを1残して耐える。連続で使うと成功率が前に使った時の1/3になる。,2026/4/10,
15,メガスピアー,まもる,ノーマル,変化,0,-,8,,使ったターン中、相手の技から見を守る。連続で使うと成功率が前に使った時の1/3になる。,2026/4/10,
15,メガスピアー,みがわり,ノーマル,変化,0,-,12,,自分のHPを最大HPの1/4減らしみがわりを出す。みがわりは、自分の代わりに技を受ける。最大HPの1/4のダメージを受けると消える。,2026/4/10,
15,メガスピアー,きあいだめ,ノーマル,変化,0,-,20,,自分はきゅうしょアップ状態+2になる。,2026/4/10,
15,メガスピアー,いやなおと,ノーマル,変化,0,85,20,,相手の防御を2段階下げる。,2026/4/10,
15,メガスピアー,つるぎのまい,ノーマル,変化,0,-,20,,自分の攻撃を2段階上げる。,2026/4/10,TRUE
15,メガスピアー,ソーラービーム,くさ,特殊,120,100,12,1,使ったターンで溜め状態になり、次のターンで攻撃する。にほんばれ状態の場合は溜め状態にならず、すぐに攻撃できる。他の天気の場合は威力が1/2になる。,2026/4/10,
15,メガスピアー,ギガドレイン,くさ,特殊,75,100,12,1,相手に与えたダメージの1/2自分のHPを回復する。,2026/4/10,
15,メガスピアー,にほんばれ,ほのお,変化,0,-,8,,5ターンの間、にほんばれ状態にする。,2026/4/10,
15,メガスピアー,エレキネット,でんき,特殊,55,95,16,1,相手の素早さを1段階下げる。,2026/4/10,
15,メガスピアー,とびかかる,むし,物理,80,100,16,1,相手の攻撃を1段階下げる。,2026/4/10,TRUE
15,メガスピアー,シザークロス,むし,物理,80,100,16,1,通常の攻撃技。,2026/4/10,TRUE
15,メガスピアー,はいよるいちげき,むし,物理,70,90,12,1,相手の特攻を1段階下げる。,2026/4/10,
15,メガスピアー,むしくい,むし,物理,60,100,20,1,相手がきのみを持っていればそきのみを代わりに食べ、自分がその効果を受ける。,2026/4/10,TRUE
15,メガスピアー,とびつく,むし,物理,50,100,20,1,相手の素早さを1段階下げる。,2026/4/10,
15,メガスピアー,とどめばり,むし,物理,50,100,20,1,この技で相手を倒すと攻撃が3段階上がる。,2026/4/10,TRUE
15,メガスピアー,ミサイルばり,むし,物理,25,95,20,2～5,2ー5回連続で攻撃する。,2026/4/10,
15,メガスピアー,かふんだんご,むし,特殊,90,100,16,1,味方に使用するとダメージは与えず、最大HPの半分を回復する。,2026/4/10,
15,メガスピアー,むしのさざめき,むし,特殊,90,100,12,1,10%の確率で相手の特防を1段階下げる。,2026/4/10,
15,メガスピアー,いとをはく,むし,変化,0,95,20,,相手の素早さを2段階下げる。,2026/4/10,
15,メガスピアー,つばめがえし,ひこう,物理,60,-,20,1,必ず命中する。,2026/4/10,
15,メガスピアー,アクロバット,ひこう,物理,55,100,16,1,自分が道具を持っていない場合威力が2倍になる。,2026/4/10,
15,メガスピアー,ダブルウイング,ひこう,物理,40,90,12,2,2回連続で攻撃する。,2026/4/10,TRUE
15,メガスピアー,エアカッター,ひこう,特殊,60,95,20,1,きゅうしょアップ+1で攻撃する。,2026/4/10,
15,メガスピアー,クロスポイズン,どく,物理,70,100,20,1,10%の確率で相手をどく状態にする。きゅうしょアップ+1で攻撃する。,2026/4/10,TRUE
15,メガスピアー,ヘドロばくだん,どく,特殊,90,100,12,1,30%の確率で相手をどく状態にする。,2026/4/10,
15,メガスピアー,ベノムショック,どく,特殊,65,100,12,1,相手がどく、もうどく状態の場合威力が2倍になる。,2026/4/10,
15,メガスピアー,どくびし,どく,変化,0,-,20,,相手の場をどくびし状態にする。,2026/4/10,
15,メガスピアー,どくどく,どく,変化,0,90,12,,相手をもうどく状態にする。どくタイプが使うと相手に必ず命中する。,2026/4/10,
15,メガスピアー,かわらわり,かくとう,物理,75,100,16,1,相手の場のひかりのかべ、リフレクター、オーロラベール状態を解除して攻撃する。,2026/4/10,
15,メガスピアー,ねむる,エスパー,変化,0,-,8,,自分のHPを全回復し状態異常も回復する。2ターンの間 ねむり状態になる。HPが満タンだと失敗する。,2026/4/10,
15,メガスピアー,こうそくいどう,エスパー,変化,0,-,20,,自分の素早さを2段階上げる。,2026/4/10,
15,メガスピアー,じごくづき,あく,物理,80,100,16,1,相手をじごくづき状態にする。,2026/4/10,TRUE
15,メガスピアー,ぶんまわす,あく,物理,60,100,20,1,通常の攻撃技。,2026/4/10,
15,メガスピアー,ダメおし,あく,物理,60,100,12,1,使ったターン中、相手がすでにダメージを受けているなら威力が2倍になる。,2026/4/10,
15,メガスピアー,どろぼう,あく,物理,60,100,20,1,自分が道具を持っていない場合相手の道具を奪う。,2026/4/10,
15,メガスピアー,しっぺがえし,あく,物理,50,100,12,1,相手より後に攻撃すると技の威力が2倍になる。,2026/4/10,
15,メガスピアー,てっぺき,はがね,変化,0,-,16,,自分の防御を2段階上げる。,2026/4/10,
18,ピジョット,ギガインパクト,ノーマル,物理,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/4/10,
18,ピジョット,からげんき,ノーマル,物理,70,100,20,1,自分がどく、もうどく、まひ、やけど状態のいずれかの場合 威力が2倍になる。やけど状態による物理技のダメージが半減される効果は無視する。,2026/4/10,
18,ピジョット,でんこうせっか,ノーマル,物理,40,100,20,1,必ず先制できる。(優先度+1),2026/4/10,
18,ピジョット,はかいこうせん,ノーマル,特殊,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/4/10,TRUE
18,ピジョット,さわぐ,ノーマル,特殊,90,100,12,1,自分はさわぐ状態になる。,2026/4/10,TRUE
18,ピジョット,りんしょう,ノーマル,特殊,60,100,16,1,同じターンに複数のポケモンがこの技を使うと、1匹目が使ったすぐ後に2匹目以降が使う。2匹目以降の威力は2倍になる。,2026/4/10,
18,ピジョット,いびき,ノーマル,特殊,50,100,16,1,自分がねむり状態の場合使うことができる。30%の確率で相手をひるませる。,2026/4/10,
18,ピジョット,ねごと,ノーマル,変化,0,-,12,,自分がねむり状態の場合使うことができる。自分が覚えている他の技の中からいずれかの技を使う。,2026/4/10,
18,ピジョット,メロメロ,ノーマル,変化,0,100,16,,相手をメロメロ状態にする。同性、性別不明の相手には失敗する。,2026/4/10,
18,ピジョット,こらえる,ノーマル,変化,0,-,12,,使ったターン中はひんしになる技のダメージを受けると、HPを1残して耐える。連続で使うと成功率が前に使った時の1/3になる。,2026/4/10,
18,ピジョット,まもる,ノーマル,変化,0,-,8,,使ったターン中、相手の技から見を守る。連続で使うと成功率が前に使った時の1/3になる。,2026/4/10,
18,ピジョット,みがわり,ノーマル,変化,0,-,12,,自分のHPを最大HPの1/4減らしみがわりを出す。みがわりは、自分の代わりに技を受ける。最大HPの1/4のダメージを受けると消える。,2026/4/10,
18,ピジョット,ふきとばし,ノーマル,変化,0,-,20,,相手に控えがいる場合、相手をランダムに交代させる。,2026/4/10,
18,ピジョット,ねっぷう,ほのお,特殊,95,90,12,1,10%の確率で相手をやけど状態にする。,2026/4/10,TRUE
18,ピジョット,にほんばれ,ほのお,変化,0,-,8,,5ターンの間、にほんばれ状態にする。,2026/4/10,
18,ピジョット,あまごい,みず,変化,0,-,8,,5ターンの間あめ状態にする。,2026/4/10,
18,ピジョット,とんぼがえり,むし,物理,70,100,20,1,攻撃した後、手持ちの他のポケモンと交代する。,2026/4/10,TRUE
18,ピジョット,ゴッドバード,ひこう,物理,140,90,8,1,使ったターンで溜め状態になり、次のターンで攻撃する。30%の確率で相手をひるませる。きゅうしょアップ+1で攻撃する。,2026/4/10,
18,ピジョット,ブレイブバード,ひこう,物理,120,100,16,1,与えたダメージの1/3を自分も受ける。,2026/4/10,
18,ピジョット,そらをとぶ,ひこう,物理,90,95,16,1,使ったターンで空中状態になり、次のターンで攻撃する。,2026/4/10,
18,ピジョット,つばめがえし,ひこう,物理,60,-,20,1,必ず命中する。,2026/4/10,
18,ピジョット,ぼうふう,ひこう,特殊,110,70,12,1,30%の確率で相手をこんらん状態にする。あめ状態の場合、相手に必ず命中する。空中状態の相手にも当たる。,2026/4/10,TRUE
18,ピジョット,エアスラッシュ,ひこう,特殊,75,95,16,1,30%の確率で相手をひるませる。,2026/4/10,TRUE
18,ピジョット,おいかぜ,ひこう,変化,0,-,16,,4ターンの間味方の場をおいかぜ状態にする。,2026/4/10,TRUE
18,ピジョット,はねやすめ,ひこう,変化,0,-,8,,自分のHPを最大HPの1/2回復する。ひこうタイプが使うとそのターン中ひこうタイプでなくなる。,2026/4/10,
18,ピジョット,フェザーダンス,ひこう,変化,0,100,16,,相手の攻撃を2段階下げる。,2026/4/10,
18,ピジョット,ねむる,エスパー,変化,0,-,8,,自分のHPを全回復し状態異常も回復する。2ターンの間 ねむり状態になる。HPが満タンだと失敗する。,2026/4/10,
18,ピジョット,こうそくいどう,エスパー,変化,0,-,20,,自分の素早さを2段階上げる。,2026/4/10,
18,ピジョット,どろぼう,あく,物理,60,100,20,1,自分が道具を持っていない場合相手の道具を奪う。,2026/4/10,
18,ピジョット,はがねのつばさ,はがね,物理,70,90,20,1,10%の確率で自分の防御を1段階上げる。,2026/4/10,
18,メガピジョット,ギガインパクト,ノーマル,物理,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/4/10,
18,メガピジョット,からげんき,ノーマル,物理,70,100,20,1,自分がどく、もうどく、まひ、やけど状態のいずれかの場合 威力が2倍になる。やけど状態による物理技のダメージが半減される効果は無視する。,2026/4/10,
18,メガピジョット,でんこうせっか,ノーマル,物理,40,100,20,1,必ず先制できる。(優先度+1),2026/4/10,
18,メガピジョット,はかいこうせん,ノーマル,特殊,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/4/10,TRUE
18,メガピジョット,さわぐ,ノーマル,特殊,90,100,12,1,自分はさわぐ状態になる。,2026/4/10,TRUE
18,メガピジョット,りんしょう,ノーマル,特殊,60,100,16,1,同じターンに複数のポケモンがこの技を使うと、1匹目が使ったすぐ後に2匹目以降が使う。2匹目以降の威力は2倍になる。,2026/4/10,
18,メガピジョット,いびき,ノーマル,特殊,50,100,16,1,自分がねむり状態の場合使うことができる。30%の確率で相手をひるませる。,2026/4/10,
18,メガピジョット,ねごと,ノーマル,変化,0,-,12,,自分がねむり状態の場合使うことができる。自分が覚えている他の技の中からいずれかの技を使う。,2026/4/10,
18,メガピジョット,メロメロ,ノーマル,変化,0,100,16,,相手をメロメロ状態にする。同性、性別不明の相手には失敗する。,2026/4/10,
18,メガピジョット,こらえる,ノーマル,変化,0,-,12,,使ったターン中はひんしになる技のダメージを受けると、HPを1残して耐える。連続で使うと成功率が前に使った時の1/3になる。,2026/4/10,
18,メガピジョット,まもる,ノーマル,変化,0,-,8,,使ったターン中、相手の技から見を守る。連続で使うと成功率が前に使った時の1/3になる。,2026/4/10,
18,メガピジョット,みがわり,ノーマル,変化,0,-,12,,自分のHPを最大HPの1/4減らしみがわりを出す。みがわりは、自分の代わりに技を受ける。最大HPの1/4のダメージを受けると消える。,2026/4/10,
18,メガピジョット,ふきとばし,ノーマル,変化,0,-,20,,相手に控えがいる場合、相手をランダムに交代させる。,2026/4/10,
18,メガピジョット,ねっぷう,ほのお,特殊,95,90,12,1,10%の確率で相手をやけど状態にする。,2026/4/10,TRUE
18,メガピジョット,にほんばれ,ほのお,変化,0,-,8,,5ターンの間、にほんばれ状態にする。,2026/4/10,
18,メガピジョット,あまごい,みず,変化,0,-,8,,5ターンの間あめ状態にする。,2026/4/10,
18,メガピジョット,とんぼがえり,むし,物理,70,100,20,1,攻撃した後、手持ちの他のポケモンと交代する。,2026/4/10,TRUE
18,メガピジョット,ゴッドバード,ひこう,物理,140,90,8,1,使ったターンで溜め状態になり、次のターンで攻撃する。30%の確率で相手をひるませる。きゅうしょアップ+1で攻撃する。,2026/4/10,
18,メガピジョット,ブレイブバード,ひこう,物理,120,100,16,1,与えたダメージの1/3を自分も受ける。,2026/4/10,
18,メガピジョット,そらをとぶ,ひこう,物理,90,95,16,1,使ったターンで空中状態になり、次のターンで攻撃する。,2026/4/10,
18,メガピジョット,つばめがえし,ひこう,物理,60,-,20,1,必ず命中する。,2026/4/10,
18,メガピジョット,ぼうふう,ひこう,特殊,110,70,12,1,30%の確率で相手をこんらん状態にする。あめ状態の場合、相手に必ず命中する。空中状態の相手にも当たる。,2026/4/10,TRUE
18,メガピジョット,エアスラッシュ,ひこう,特殊,75,95,16,1,30%の確率で相手をひるませる。,2026/4/10,TRUE
